ECG,RSP,EDA,PhotoSensor
0.037231445,5.850219727,12.1124275,5
0.048522949,5.850219727,12.11090162,5
0.063171387,5.844726563,12.12921217,5
0.078735352,5.844116211,12.12310866,5
0.099487305,5.840148926,12.13226393,5
0.122833252,5.839233398,12.13226393,5
0.144500732,5.835266113,12.13684157,5
0.160827637,5.834960938,12.14599684,5
0.174102783,5.830078125,12.14752272,5
0.176544189,5.825195313,12.15820387,5
0.158081055,5.820617676,12.15972975,5
0.109558105,5.815429688,12.1704109,5
0.029449463,5.810546875,12.17193678,5
-0.055236816,5.80078125,12.18261793,5
-0.127410889,5.796203613,12.18566969,5
-0.174102783,5.791015625,12.19635084,5
-0.202026367,5.781555176,12.19177321,5
-0.210723877,5.777282715,12.207032,5
-0.209350586,5.766601563,12.20855787,5
-0.197296143,5.762023926,12.22229078,5
-0.177612305,5.752258301,12.22076491,5
-0.161895752,5.747375488,12.21771315,5
-0.146026611,5.737304688,12.23602369,5
-0.12878418,5.732727051,12.23297194,5
-0.113983154,5.72265625,12.24212721,5
-0.097198486,5.717773438,12.24823073,5
-0.083465576,5.712280273,12.24212721,5
-0.070343018,5.703125,12.257386,5
-0.059051514,5.698547363,12.257386,5
-0.051727295,5.693664551,12.25280836,5
-0.043029785,5.688171387,12.26806715,5
-0.040740967,5.68359375,12.26959303,5
-0.035552979,5.679016113,12.26501539,5
-0.030822754,5.678405762,12.28027418,5
-0.028533936,5.673522949,12.28027418,5
-0.026092529,5.668640137,12.28332594,5
-0.023803711,5.668334961,12.29400709,5
-0.021209717,5.668640137,12.29248121,5
-0.021209717,5.664672852,12.29400709,5
-0.021362305,5.664367676,12.30468825,5
-0.018615723,5.664367676,12.30774,5
-0.018615723,5.6640625,12.30468825,5
-0.018615723,5.669250488,12.30468825,5
-0.013885498,5.669250488,12.31689528,5
-0.013885498,5.674133301,12.31689528,5
-0.01159668,5.679016113,12.31842116,5
-0.009307861,5.682678223,12.31842116,5
-0.011444092,5.688781738,12.32910231,5
-0.009002686,5.694274902,12.32757643,5
-0.003662109,5.701599121,12.33062819,5
-0.003814697,5.708618164,12.33215407,5
-0.001525879,5.717773438,12.3443611,5
0.000915527,5.727539063,12.34130934,5
0.001068115,5.737609863,12.34283522,5
0.003662109,5.747680664,12.34130934,5
0.000610352,5.760498047,12.35504225,5
0.005950928,5.771789551,12.35351637,5
0.005645752,5.785522461,12.35199049,5
0.003204346,5.796203613,12.35199049,5
0.00579834,5.810546875,12.3657234,5
0.003509521,5.824584961,12.36724928,5
0.007629395,5.837097168,12.3657234,5
0.010528564,5.850219727,12.36724928,5
0.010681152,5.864257813,12.3657234,5
0.011901855,5.87890625,12.37945631,5
0.013122559,5.893249512,12.37945631,5
0.01083374,5.910339355,12.38098219,5
0.012817383,5.924682617,12.37793043,5
0.008239746,5.941772461,12.37793043,5
0.010681152,5.956420898,12.39013746,5
0.007171631,5.971679688,12.39318922,5
0.008087158,5.986328125,12.3947151,5
0.015563965,6.001281738,12.39013746,5
0.028839111,6.015014648,12.38861158,5
0.052947998,6.029663086,12.3947151,5
0.042419434,6.044616699,12.40387037,5
0.051422119,6.059570313,12.40387037,5
0.036468506,6.07635498,12.40387037,5
-0.005950928,6.090698242,12.40387037,5
-0.021057129,6.10534668,12.4023445,5
-0.007629395,6.120605469,12.4023445,5
-0.008850098,6.134643555,12.4023445,5
-0.022277832,6.148681641,12.4023445,5
-0.026092529,6.164550781,12.41149977,5
-0.018768311,6.176757813,12.41607741,5
-0.018768311,6.190795898,12.41912916,5
-0.014038086,6.205444336,12.41302565,5
-0.011749268,6.220703125,12.41455153,5
-0.011291504,6.232299805,12.41760328,5
-0.011444092,6.245117188,12.41607741,5
-0.024414063,6.258544922,12.41760328,5
-0.079803467,6.268920898,12.41607741,5
-0.047149658,6.283569336,12.41455153,5
0.181274414,6.293640137,12.42065504,5
0.864868164,6.30279541,12.41455153,5
0.850372314,6.316223145,12.41302565,5
0.198669434,6.327209473,12.41760328,5
-0.297241211,6.337280273,12.41455153,5
-0.449981689,6.347351074,12.41760328,5
-0.338897705,6.357421875,12.41302565,5
-0.183258057,6.366271973,12.41455153,5
-0.110473633,6.373596191,12.41302565,5
-0.075378418,6.380615234,12.42828444,5
-0.052642822,6.391296387,12.42828444,5
-0.039367676,6.401367188,12.42523268,5
-0.031738281,6.410217285,12.42828444,5
-0.02243042,6.415710449,12.42981032,5
-0.013885498,6.42578125,12.42981032,5
-0.006256104,6.434631348,12.42828444,5
0.003662109,6.43951416,12.42828444,5
0.013275146,6.449584961,12.42828444,5
0.020446777,6.455993652,12.42981032,5
0.03036499,6.464538574,12.42981032,5
0.037231445,6.468811035,12.42828444,5
0.050964355,6.479492188,12.42675856,5
0.065460205,6.483459473,12.42828444,5
0.084991455,6.490783691,12.42675856,5
0.106811523,6.498718262,12.42981032,5
0.127563477,6.502990723,12.42675856,5
0.13885498,6.507263184,12.42828444,5
0.147399902,6.513671875,12.42981032,5
0.149841309,6.51763916,12.42828444,5
0.132751465,6.523132324,12.42828444,5
0.084075928,6.528015137,12.42981032,5
0.015716553,6.530151367,12.43133619,5
-0.057678223,6.532592773,12.42828444,5
-0.11505127,6.538085938,12.42981032,5
-0.15838623,6.541442871,12.41607741,5
-0.177459717,6.54296875,12.41455153,5
-0.178985596,6.547241211,12.41607741,5
-0.171661377,6.547546387,12.41912916,5
-0.159454346,6.552734375,12.41760328,5
-0.14175415,6.553039551,12.41302565,5
-0.125274658,6.55670166,12.41455153,5
-0.110321045,6.557312012,12.41607741,5
-0.096893311,6.557006836,12.41455153,5
-0.079956055,6.562194824,12.41760328,5
-0.070495605,6.562194824,12.41455153,5
-0.065155029,6.561889648,12.41455153,5
-0.058898926,6.561889648,12.41455153,5
-0.049133301,6.562805176,12.41607741,5
-0.040588379,6.566467285,12.41760328,5
-0.036773682,6.567077637,12.41607741,5
-0.033111572,6.566162109,12.4023445,5
-0.026092529,6.566772461,12.40692213,5
-0.021362305,6.567382813,12.4023445,5
-0.021514893,6.5625,12.40844801,5
-0.021057129,6.5625,12.40539625,5
-0.018615723,6.561584473,12.40692213,5
-0.016174316,6.561584473,12.40539625,5
-0.016174316,6.557312012,12.40539625,5
-0.010528564,6.557006836,12.4023445,5
-0.011138916,6.557617188,12.40387037,5
-0.006408691,6.554870605,12.3947151,5
-0.006713867,6.552734375,12.39013746,5
-0.006408691,6.552734375,12.39166334,5
-0.004119873,6.547851563,12.39318922,5
-0.003662109,6.548156738,12.39318922,5
-0.001525879,6.542663574,12.39318922,5
0.000915527,6.54296875,12.39013746,5
0.005645752,6.542358398,12.39166334,5
0.00579834,6.538085938,12.39166334,5
0.005493164,6.538391113,12.37793043,5
0.00579834,6.532287598,12.37945631,5
0.005645752,6.532897949,12.37945631,5
0.008087158,6.528625488,12.37945631,5
0.010528564,6.527709961,12.37945631,5
0.020141602,6.527404785,12.37945631,5
0.033569336,6.522521973,12.38250807,5
0.064086914,6.522521973,12.37945631,5
0.056610107,6.518554688,12.3657234,5
0.061035156,6.514282227,12.36724928,5
0.05065918,6.514282227,12.36877516,5
0.004882813,6.508483887,12.3657234,5
-0.016479492,6.508789063,12.36724928,5
-0.011138916,6.503295898,12.3657234,5
-0.003967285,6.499328613,12.36724928,5
-0.011444092,6.493835449,12.35809401,5
-0.016021729,6.489562988,12.35504225,5
-0.016174316,6.488342285,12.35351637,5
-0.013885498,6.483459473,12.35504225,5
-0.007171631,6.47857666,12.35351637,5
-0.006103516,6.473999023,12.35656813,5
-0.006561279,6.469116211,12.35351637,5
-0.001068115,6.464233398,12.3443611,5
0.00579834,6.459350586,12.3443611,5
-0.018615723,6.455078125,12.3443611,5
-0.065002441,6.449279785,12.34283522,5
0.006256104,6.4453125,12.34283522,5
0.343017578,6.440429688,12.3443611,5
1.0496521,6.434631348,12.34130934,5
0.710144043,6.430053711,12.33215407,5
-0.008087158,6.424865723,12.33215407,5
-0.410003662,6.41998291,12.32757643,5
-0.415649414,6.410827637,12.32910231,5
-0.249481201,6.405639648,12.33062819,5
-0.12802124,6.401367188,12.32910231,5
-0.080108643,6.395568848,12.32910231,5
-0.062408447,6.386413574,12.31689528,5
-0.045623779,6.381530762,12.31994703,5
-0.033416748,6.37298584,12.31689528,5
-0.019073486,6.3671875,12.32299879,5
-0.011444092,6.357116699,12.31689528,5
-0.004425049,6.352233887,12.31689528,5
0.003356934,6.34185791,12.30468825,5
0.012054443,6.33605957,12.30468825,5
0.020599365,6.328430176,12.30468825,5
0.031738281,6.318359375,12.30621412,5
0.04196167,6.307983398,12.30468825,5
0.059356689,6.301269531,12.30621412,5
0.073547363,6.294250488,12.30621412,5
0.095825195,6.283569336,12.29400709,5
0.117797852,6.274414063,12.29095533,5
0.13885498,6.262512207,12.29248121,5
0.157165527,6.250305176,12.29248121,5
0.170593262,6.239929199,12.29248121,5
0.178222656,6.230773926,12.29248121,5
0.166778564,6.215820313,12.29095533,5
0.124664307,6.203613281,12.28332594,5
0.054626465,6.191101074,12.2787483,5
-0.035705566,6.177062988,12.28180006,5
-0.1171875,6.162414551,12.28332594,5
-0.173950195,6.150817871,12.27722242,5
-0.206756592,6.137695313,12.28027418,5
-0.218963623,6.123352051,12.28332594,5
-0.21697998,6.108398438,12.26654127,5
-0.202178955,6.09375,12.26654127,5
-0.187530518,6.079101563,12.26959303,5
-0.171508789,6.066894531,12.26959303,5
-0.15411377,6.0546875,12.26806715,5
-0.137481689,6.039123535,12.26806715,5
-0.121459961,6.025085449,12.257386,5
-0.104370117,6.011352539,12.257386,5
-0.08605957,6.001281738,12.25433424,5
-0.074920654,5.986328125,12.257386,5
-0.065460205,5.973815918,12.25586012,5
-0.055236816,5.961608887,12.257386,5
-0.045471191,5.949707031,12.25891188,5
-0.038452148,5.937194824,12.24517897,5
-0.030975342,5.927124023,12.24670485,5
-0.025939941,5.917663574,12.24060133,5
-0.026245117,5.908508301,12.24212721,5
-0.023803711,5.898132324,12.24670485,5
-0.023651123,5.888366699,12.24212721,5
-0.023956299,5.87890625,12.23297194,5
-0.023498535,5.869140625,12.23449782,5
-0.023651123,5.859375,12.23297194,5
-0.018768311,5.854797363,12.23449782,5
-0.018615723,5.844726563,12.23449782,5
-0.016174316,5.83984375,12.23144606,5
-0.013885498,5.832824707,12.22992018,5
-0.012359619,5.825195313,12.22076491,5
-0.00869751,5.819702148,12.21923903,5
-0.006408691,5.815124512,12.22229078,5
-0.004119873,5.810546875,12.22076491,5
-0.001525879,5.805664063,12.21923903,5
0.003509521,5.801086426,12.22229078,5
0.000762939,5.795898438,12.21466139,5
0.001068115,5.795288086,12.20855787,5
0.004577637,5.791320801,12.20855787,5
0.005493164,5.786437988,12.207032,5
0.005645752,5.785827637,12.20855787,5
0.003356934,5.78125,12.207032,5
0.005493164,5.78125,12.20855787,5
0.007781982,5.776062012,12.19635084,5
0.00793457,5.776367188,12.19635084,5
0.008544922,5.772094727,12.19329908,5
0.01083374,5.771789551,12.19482496,5
0.008239746,5.771789551,12.19329908,5
0.009460449,5.772094727,12.18566969,5
0.008239746,5.771484375,12.18261793,5
0.005645752,5.766601563,12.18414381,5
0.010986328,5.766601563,12.18566969,5
0.016174316,5.766601563,12.1704109,5
0.045318604,5.766906738,12.16888502,5
0.063781738,5.767211914,12.17346266,5
0.057067871,5.766296387,12.1704109,5
0.06439209,5.765686035,12.17193678,5
0.031738281,5.766906738,12.16888502,5
-0.00289917,5.766601563,12.16125563,5
-0.018920898,5.765991211,12.16125563,5
-0.009155273,5.766906738,12.16125563,5
-0.010223389,5.771484375,12.15972975,5
-0.021057129,5.771179199,12.15820387,5
-0.021057129,5.771484375,12.16125563,5
-0.018310547,5.771484375,12.14752272,5
-0.016326904,5.771789551,12.15057448,5
-0.011749268,5.771484375,12.15057448,5
-0.010986328,5.771484375,12.14599684,5
-0.004272461,5.776062012,12.14752272,5
-0.001525879,5.776977539,12.1490486,5
-0.012512207,5.776672363,12.14752272,5
-0.067443848,5.776367188,12.1490486,5
-0.022888184,5.776367188,12.13684157,5
0.251464844,5.776672363,12.13684157,5
0.959472656,5.78125,12.13073805,5
0.818023682,5.78125,12.13378981,5
0.051422119,5.780639648,12.13378981,5
-0.404205322,5.780944824,12.13073805,5
-0.430297852,5.780639648,12.13531569,5
-0.270385742,5.785217285,12.12310866,5
-0.136108398,5.785827637,12.12158278,5
-0.08605957,5.786132813,12.12310866,5
-0.061340332,5.786132813,12.12158278,5
-0.045471191,5.791015625,12.12310866,5
-0.033569336,5.790405273,12.12310866,5
-0.021209717,5.790405273,12.12310866,5
-0.014190674,5.791320801,12.12310866,5
-0.006713867,5.795593262,12.10937575,5
0.001983643,5.795593262,12.11090162,5
0.008087158,5.796203613,12.1124275,5
0.015869141,5.800476074,12.10784987,5
0.028991699,5.80078125,12.11090162,5
0.042114258,5.80078125,12.11090162,5
0.055389404,5.805664063,12.1124275,5
0.06652832,5.805053711,12.10937575,5
0.076293945,5.805053711,12.09716871,5
0.095825195,5.810852051,12.09869459,5
0.119018555,5.810241699,12.09869459,5
0.138702393,5.810241699,12.09564283,5
0.156860352,5.810241699,12.10022047,5
0.159759521,5.815734863,12.09716871,5
0.155029297,5.815429688,12.09564283,5
0.133972168,5.815124512,12.09869459,5
0.068359375,5.821533203,12.08648756,5
-0.009918213,5.819702148,12.08496168,5
-0.087127686,5.8203125,12.08496168,5
-0.151672363,5.825195313,12.08801344,5
-0.191345215,5.824890137,12.08648756,5
-0.202026367,5.830383301,12.08496168,5
-0.202484131,5.830383301,12.0834358,5
-0.19744873,5.834960938,12.08801344,5
-0.190734863,5.83404541,12.07580641,5
-0.17074585,5.840148926,12.07275465,5
-0.147247314,5.845031738,12.07428053,5
-0.13885498,5.848388672,12.07122877,5
-0.116882324,5.849609375,12.07275465,5
-0.104217529,5.854187012,12.07428053,5
-0.094604492,5.859680176,12.07580641,5
-0.076293945,5.864257813,12.07275465,5
-0.058898926,5.872802734,12.07428053,5
-0.055236816,5.878601074,12.06054762,5
-0.045623779,5.883789063,12.0620735,5
-0.045623779,5.888061523,12.0620735,5
-0.037994385,5.8984375,12.06054762,5
-0.027313232,5.903625488,12.06054762,5
-0.023651123,5.911560059,12.0620735,5
-0.025787354,5.91796875,12.06359938,5
-0.026092529,5.926818848,12.0620735,5
-0.014190674,5.936584473,12.04834059,5
-0.016174316,5.942077637,12.04834059,5
-0.018920898,5.952148438,12.04834059,5
-0.028381348,5.962524414,12.05139235,5
-0.020904541,5.975646973,12.05139235,5
-0.021057129,5.986328125,12.04986647,5
-0.01373291,5.996398926,12.04834059,5
-0.00869751,6.008605957,12.05139235,5
-0.006408691,6.019897461,12.05139235,5
-0.011291504,6.034545898,12.03765944,5
-0.003814697,6.044921875,12.04071119,5
0.004425049,6.055297852,12.03765944,5
0.013275146,6.07421875,12.03765944,5
0.000915527,6.088867188,12.03460768,5
-0.00289917,6.103515625,12.03460768,5
-0.021057129,6.117858887,12.03918532,5
-0.012817383,6.131591797,12.03765944,5
0.015106201,6.145324707,12.04071119,5
0.013275146,6.159362793,12.04071119,5
0.017547607,6.172485352,12.02392653,5
0.013122559,6.185913086,12.02850416,5
0.059356689,6.200561523,12.02850416,5
0.003662109,6.215820313,12.02392653,5
0.006866455,6.229858398,12.02392653,5
0.032653809,6.244506836,12.02850416,5
0.035247803,6.258544922,12.02392653,5
0.050506592,6.273803711,12.02697828,5
0.048217773,6.283569336,12.02545241,5
-0.018615723,6.298828125,12.02240065,5
-0.028686523,6.311035156,12.01324537,5
-0.025787354,6.317443848,12.01324537,5
-0.022277832,6.337585449,12.0117195,5
-0.012817383,6.351318359,12.0117195,5
-0.013427734,6.362304688,12.0117195,5
-0.03112793,6.375427246,12.01324537,5
-0.026245117,6.386108398,12.01324537,5
-0.016174316,6.395874023,12.01477125,5
-0.024871826,6.410522461,12.01324537,5
0.000762939,6.421203613,12.01324537,5
-0.000457764,6.430664063,12.01019362,5
-0.003967285,6.444091797,11.99951246,5
-0.056152344,6.454772949,12.00256422,5
-0.083312988,6.46484375,12.00103834,5
0.062713623,6.473693848,11.99798658,5
0.570220947,6.483154297,12.00103834,5
0.975341797,6.498413086,11.99951246,5
0.415344238,6.507873535,11.99951246,5
-0.142211914,6.51763916,12.00103834,5
-0.436248779,6.528320313,12.00103834,5
-0.397033691,6.53717041,11.99798658,5
-0.233917236,6.546936035,11.98883131,5
-0.116577148,6.55670166,11.98730543,5
-0.092468262,6.565856934,11.99035719,5
-0.065307617,6.573791504,11.98577955,5
-0.054168701,6.584777832,11.99035719,5
-0.024719238,6.592102051,11.98730543,5
-0.009307861,6.600646973,11.99035719,5
-0.006561279,6.611328125,11.99035719,5
0.006713867,6.62109375,11.98883131,5
0.015106201,6.630249023,11.99035719,5
0.022888184,6.640930176,11.97662428,5
0.030212402,6.649475098,11.97357252,5
0.034942627,6.659240723,11.97662428,5
0.04119873,6.669311523,11.97662428,5
0.056304932,6.6796875,11.97662428,5
0.063934326,6.686096191,11.9750984,5
0.076446533,6.693725586,11.97357252,5
0.090942383,6.703491211,11.9750984,5
0.106658936,6.713256836,11.97662428,5
0.117797852,6.72088623,11.97815016,5
0.122833252,6.727905273,11.96289137,5
0.12298584,6.737670898,11.96441725,5
0.11428833,6.742858887,11.96289137,5
0.077667236,6.752624512,11.96594313,5
0.010681152,6.759643555,11.96441725,5
-0.062866211,6.766662598,11.96899489,5
-0.122375488,6.773681641,11.96594313,5
-0.157775879,6.781005859,11.96441725,5
-0.175323486,6.786804199,11.96594313,5
-0.177764893,6.796264648,11.96289137,5
-0.170288086,6.801147461,11.96594313,5
-0.156097412,6.810302734,11.96441725,5
-0.142364502,6.814880371,11.94915846,5
-0.123901367,6.820983887,11.95068434,5
-0.109405518,6.83013916,11.95221022,5
-0.094451904,6.834411621,11.95221022,5
-0.078430176,6.840209961,11.95221022,5
-0.061798096,6.84967041,11.95221022,5
-0.054321289,6.854248047,11.9537361,5
-0.045623779,6.859741211,11.95221022,5
-0.036010742,6.864318848,11.95068434,5
-0.030670166,6.864318848,11.95221022,5
-0.021362305,6.865234375,11.95221022,5
-0.016326904,6.864624023,11.9537361,5
-0.01373291,6.864318848,11.95221022,5
-0.011444092,6.864624023,11.94152907,5
-0.004882813,6.864624023,11.94000319,5
-0.001831055,6.864624023,11.93847731,5
-0.001373291,6.864624023,11.94000319,5
0.000305176,6.864624023,11.93847731,5
0.003356934,6.864929199,11.94152907,5
0.00579834,6.864318848,11.94305494,5
0.008087158,6.863708496,11.94458082,5
0.010375977,6.913146973,11.94152907,5
0.003204346,6.918029785,11.94000319,5
0.003509521,6.923522949,11.94305494,5
0.005950928,6.928100586,11.94000319,5
0.005340576,6.932678223,11.94152907,5
0.005645752,6.937255859,11.92779616,5
0.008087158,6.942443848,11.92932203,5
0.015869141,6.946716309,11.93084791,5
0.026855469,6.952819824,11.92779616,5
0.053100586,6.956787109,11.92932203,5
0.052032471,6.961975098,11.92932203,5
0.053100586,6.966552734,11.92627028,5
0.055847168,6.971740723,11.92779616,5
0.012054443,6.976318359,11.92932203,5
-0.013885498,6.981506348,11.92779616,5
-0.011444092,6.986694336,11.92779616,5
-0.001373291,6.986083984,11.92932203,5
-0.011291504,6.991882324,11.91558912,5
-0.016326904,6.995849609,11.91558912,5
-0.013427734,7.001342773,11.917115,5
-0.011138916,7.003173828,11.917115,5
-0.004272461,7.006225586,11.91558912,5
-0.001678467,7.010498047,11.917115,5
-0.001678467,7.015075684,11.917115,5
0.000457764,7.016601563,11.91406325,5
0.000762939,7.020874023,11.917115,5
-0.043029785,7.020568848,11.91558912,5
-0.061645508,7.02545166,11.917115,5
0.063171387,7.030029297,11.91864088,5
0.48538208,7.030334473,11.90338209,5
1.040344238,7.036132813,11.90338209,5
0.547790527,7.035522461,11.90643385,5
-0.061798096,7.040710449,11.90643385,5
-0.403137207,7.040100098,11.90490797,5
-0.394744873,7.044677734,11.90338209,5
-0.241088867,7.044677734,11.90338209,5
-0.133056641,7.049865723,11.90490797,5
-0.086364746,7.050170898,11.90338209,5
-0.062561035,7.054748535,11.90490797,5
-0.046691895,7.054748535,11.90185621,5
-0.035705566,7.059020996,11.90338209,5
-0.028991699,7.059326172,11.90643385,5
-0.016479492,7.06451416,11.89270094,5
-0.006408691,7.06451416,11.89270094,5
-0.001678467,7.06451416,11.89270094,5
0.003356934,7.069091797,11.89117506,5
0.013122559,7.069396973,11.89117506,5
0.026397705,7.069702148,11.88964918,5
0.037689209,7.069091797,11.89117506,5
0.049285889,7.069091797,11.89117506,5
0.064239502,7.069702148,11.87896803,5
0.083618164,7.068786621,11.87896803,5
0.106811523,7.069091797,11.88049391,5
0.129394531,7.069091797,11.87744215,5
0.144500732,7.069091797,11.87591627,5
0.152282715,7.064819336,11.87744215,5
0.149841309,7.06451416,11.88049391,5
0.139007568,7.059936523,11.866761,5
0.102386475,7.054138184,11.86218336,5
0.032196045,7.055053711,11.86523512,5
-0.048828125,7.050170898,11.866761,5
-0.112609863,7.04498291,11.866761,5
-0.152282715,7.040405273,11.86523512,5
-0.176544189,7.031860352,11.86828688,5
-0.185394287,7.025756836,11.86523512,5
-0.180358887,7.020568848,11.866761,5
-0.168609619,7.011108398,11.86523512,5
-0.153198242,7.006225586,11.86828688,5
-0.136108398,6.997070313,11.866761,5
-0.119018555,6.986694336,11.85455397,5
-0.103149414,6.977233887,11.85302809,5
-0.089874268,6.970214844,11.85455397,5
-0.073852539,6.960144043,11.85607985,5
-0.063018799,6.950378418,11.85607985,5
-0.055389404,6.938476563,11.85455397,5
-0.048065186,6.927490234,11.85607985,5
-0.038604736,6.918640137,11.85302809,5
-0.035705566,6.908569336,11.85302809,5
-0.033111572,6.89453125,11.85302809,5
-0.026245117,6.884765625,11.85302809,5
-0.021209717,6.874389648,11.85455397,5
-0.021362305,6.860351563,11.85455397,5
-0.023956299,6.850585938,11.85760573,5
-0.021209717,6.835021973,11.85302809,5
-0.021057129,6.825256348,11.85607985,5
-0.016326904,6.81060791,11.85455397,5
-0.018768311,6.796875,11.85607985,5
-0.010986328,6.787109375,11.84234694,5
-0.01159668,6.771240234,11.84082106,5
-0.011138916,6.757507324,11.84234694,5
-0.009307861,6.743774414,11.84234694,5
-0.006561279,6.733398438,11.83929518,5
-0.003814697,6.71875,11.84082106,5
-0.001220703,6.703186035,11.84387282,5
0.000762939,6.688842773,11.8377693,5
0.000915527,6.673583984,11.84387282,5
0.000915527,6.66229248,11.84234694,5
0.000915527,6.650390625,11.84539869,5
0.001068115,6.635131836,11.84387282,5
0.010681152,6.62109375,11.84539869,5
0.021972656,6.606140137,11.84387282,5
0.053863525,6.591796875,11.84082106,5
0.056762695,6.581115723,11.84234694,5
0.057067871,6.567077637,11.84387282,5
0.050811768,6.553039551,11.84234694,5
0.007019043,6.542663574,11.84539869,5
-0.018310547,6.528320313,11.84387282,5
-0.019226074,6.514282227,11.84234694,5
-0.006561279,6.50390625,11.83929518,5
-0.01373291,6.489257813,11.84387282,5
-0.023651123,6.478881836,11.84082106,5
-0.021514893,6.464233398,11.84082106,5
-0.012664795,6.454772949,11.84387282,5
-0.006561279,6.440429688,11.84539869,5
-0.004119873,6.430053711,11.84234694,5
0.000762939,6.416015625,11.84082106,5
0.003509521,6.405944824,11.84234694,5
0.001068115,6.395874023,11.84082106,5
-0.046386719,6.383666992,11.84387282,5
-0.04699707,6.371459961,11.84082106,5
0.122833252,6.361694336,11.84234694,5
0.665435791,6.352539063,11.84234694,5
1.094207764,6.342163086,11.85607985,5
0.381164551,6.332702637,11.85302809,5
-0.254669189,6.322937012,11.84997633,5
-0.463562012,6.313476563,11.85455397,5
-0.356140137,6.303405762,11.85302809,5
-0.180969238,6.293945313,11.85302809,5
-0.105895996,6.28326416,11.85455397,5
-0.038757324,6.273498535,11.85302809,5
-0.029296875,6.264038086,11.85302809,5
-0.063476563,6.254272461,11.86523512,5
-0.080108643,6.244812012,11.866761,5
-0.049591064,6.235046387,11.86523512,5
-0.012664795,6.225585938,11.86981276,5
-0.006561279,6.216125488,11.86523512,5
0.064544678,6.207885742,11.86828688,5
0.04989624,6.200866699,11.87744215,5
0.057830811,6.190795898,11.88049391,5
0.013275146,6.181640625,11.87744215,5
0.032348633,6.171875,11.88049391,5
0.079498291,6.162109375,11.89270094,5
0.106964111,6.152038574,11.89270094,5
0.114135742,6.142578125,11.89270094,5
0.164489746,6.1328125,11.90033033,5
0.133056641,6.118469238,11.90338209,5
0.110473633,6.108093262,11.90338209,5
0.138549805,6.093139648,11.91406325,5
0.16784668,6.081542969,11.91558912,5
0.136566162,6.069030762,11.91406325,5
0.110931396,6.0546875,11.91558912,5
0.057067871,6.039733887,11.92627028,5
-0.111846924,6.024780273,11.92932203,5
-0.177612305,6.010437012,11.92779616,5
-0.196838379,5.99609375,11.93847731,5
-0.230102539,5.982055664,11.93542555,5
-0.215759277,5.965881348,11.93847731,5
-0.164489746,5.952148438,11.9537361,5
-0.151672363,5.936889648,11.95068434,5
-0.214385986,5.920410156,11.9537361,5
-0.185089111,5.90423584,11.96441725,5
-0.145111084,5.889282227,11.96899489,5
-0.116729736,5.873718262,11.96594313,5
-0.10055542,5.859375,11.97815016,5
-0.086975098,5.845031738,11.9750984,5
-0.079803467,5.829772949,11.97357252,5
-0.065460205,5.815429688,11.99035719,5
-0.05065918,5.800170898,11.99035719,5
-0.045776367,5.786437988,11.99188307,5
-0.040588379,5.771789551,12.00103834,5
-0.035858154,5.756835938,12.00103834,5
-0.030822754,5.744934082,12.0040901,5
